tipo;id;nombre_institucion;tipo_institucion_i;tipo_institucion_ii;tipo_institucion_iii;año;variable;valor
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;124
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;196
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;186
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;102
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;53
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;...19;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;903
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;245
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;96
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;219
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;547
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;182
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;255
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;39
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;2
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nivel de formación;NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);1244
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nacionalidad;1152
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;N° de académicos por nacionalidad;92
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;18520860128617300
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;191734133790737
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;179453101361573
JCE;2;UNIVERSIDAD FINIS TERRAE;Universidades;Universidades Privadas;Universidades Privadas;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;604
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por insitución;1204
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por insitución;1519
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por insitución;2723
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Promedio de edad de los acádemicos;441519933554817
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Promedio de edad de los acádemicos;45541145490454200
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Promedio de edad de los acádemicos;44926918839515200
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Rango de Edad de académicos;221
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Rango de Edad de académicos;460
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Rango de Edad de académicos;308
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Rango de Edad de académicos;159
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Rango de Edad de académicos;56
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Rango de Edad de académicos;NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;...19;277
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;...19;561
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;...19;327
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;...19;228
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;...19;126
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;...19;NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;2001
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;579
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Número de JCE de la institución que trabajan en 1 o más instituciones;143
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;449
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;932
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;659
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;620
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;48
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;4
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;5
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nivel de formación;6
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);2723
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por región en que se desempeña (orden geográfico);NA
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nacionalidad;2478
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por nacionalidad;245
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;16201065001836100
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;16467691029900400
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Promedio de horas acádemicas contratadas a la semana por académico;159897300855827
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por rango de horas contratadas;984
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por rango de horas contratadas;1160
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por rango de horas contratadas;204
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por rango de horas contratadas;375
Total;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por rango de horas contratadas;NA
JCE;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por insitución;1204
JCE;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por insitución;1519
JCE;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;N° de académicos por insitución;2723
JCE;3;UNIVERSIDAD DIEGO PORTALES;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;PAC_2024;Promedio de edad de los acádemicos;441519933554817
