tipo;codigo_ies;nombre_ies;tipo_institucion_i;tipo_institucion_ii;tipo_institucion_iii;año;variable;subvariable;valor
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE de la institución que trabajan en 1 o más instituciones;En 3 o mas instituciones;5,26818181818182e+00
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Doctor;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Magister;8,54772727272727e+00
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Esp. Med./Odontológica;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Título Profesional;5,80227272727273e+00
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Licenciatura;2,17045454545455e+00
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Técnico de Nivel Superior;8,63636363636364e-02
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Técnico de Nivel Medio;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Licencia de Enseñanza Media;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Sin Título ni Grado;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Sin información;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Arica y Parinacota;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región  de Tarapacá;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Antofagasta;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Atacama;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Coquimbo;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Valparaíso;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región Metropolitana;1,66068181818182e+01
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de O'Higgins;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Maule;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Ñuble;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Biobío;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de la Araucanía;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Ríos;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Lagos;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Aysén;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Magallanes y la Artártica;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Sin información;NA
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nacionalidad;Chileno;1,65386363636364e+01
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nacionalidad;Extranjero;6,81818181818182e-02
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por rango de horas contratadas;Menos de 11;5,67727272727273e+00
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por rango de horas contratadas;Entre 11 y menos de 23;9,05227272727273e+00
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por rango de horas contratadas;Entre 23 y menos de 39;1,87727272727273e+00
JCE;426;CFT ESCUELA DE COMERCIO;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por rango de horas contratadas;Entre 39 y más;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por insitución;Total Mujeres;2,70000000000000e+01
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por insitución;Total Hombres;2,30000000000000e+01
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por insitución;Total General;5,00000000000000e+01
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de edad de los acádemicos;Promedio Edad Mujeres;4,05925925925926e+01
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de edad de los acádemicos;Promedio Edad Hombres;4,47391304347826e+01
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de edad de los acádemicos;Promedio Edad por institución;4,25000000000000e+01
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° acádemicos por rango de edad - Mujeres;Menos de 35;1,40000000000000e+01
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° acádemicos por rango de edad - Mujeres;Entre 35 y 44;4,00000000000000e+00
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° acádemicos por rango de edad - Mujeres;Entre 45 y 54;3,00000000000000e+00
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° acádemicos por rango de edad - Mujeres;Entre 55 64;4,00000000000000e+00
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° acádemicos por rango de edad - Mujeres;Entre 65 y mas;2,00000000000000e+00
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° acádemicos por rango de edad - Mujeres;Sin información;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° académicos por rango de edad - Hombres;Menos de 35;2,00000000000000e+00
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° académicos por rango de edad - Hombres;Entre 35 y 44;1,10000000000000e+01
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° académicos por rango de edad - Hombres;Entre 45 y 54;6,00000000000000e+00
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° académicos por rango de edad - Hombres;Entre 55 y 64;2,00000000000000e+00
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° académicos por rango de edad - Hombres;Entre 65 y más;2,00000000000000e+00
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° académicos por rango de edad - Hombres;Sin información;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 1 institución;4,30000000000000e+01
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 2 instituciones;7,00000000000000e+00
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Número de JCE de la institución que trabajan en 1 o más instituciones;En 3 o más instituciones;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Doctor;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Magister;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Especialidad médica u odontológica;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Título Profesional;4,20000000000000e+01
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Licenciatura;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Técnico de Nivel Superior;8,00000000000000e+00
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Técnico de Nivel Medio;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Licencia de Enseñanza Media;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Sin Título ni grado académico;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nivel de formación;Sin información;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Arica y Parinacota;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Tarapacá;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Antofagasta;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Atacáma;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Coquimbo;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Valparaíso;2,50000000000000e+01
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región Metropolitana;2,50000000000000e+01
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de O'Higgins;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Maule;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Ñuble;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Bíobío;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de la Araucanía;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Ríos;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Lagos;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Aysén;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Magallanes y la Antártica;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Sin información;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nacionalidad;Chileno;5,00000000000000e+01
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por nacionalidad;Extranjero;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio general de la institución;1,08800000000000e+01
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio de la institución Mujeres;1,18518518518519e+01
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de horas acádemicas contratadas a la semana por académico;Promedio de la institución Hombres;9,73913043478261e+00
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por rango de horas contratadas;Menos de 11;2,90000000000000e+01
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por rango de horas contratadas;Entre 11 y menos de 23;1,60000000000000e+01
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por rango de horas contratadas;Entre 23 y menos de 39;5,00000000000000e+00
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por rango de horas contratadas;Entre 39 y más;NA
Total;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por rango de horas contratadas;Sin información;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por Institución;Total Mujeres;7,27272727272727e+00
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por Institución;Total Hombres;5,09090909090909e+00
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por Institución;Total General;1,23636363636364e+01
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de Edad ponderado por JCE;Promedio de Edad Mujer;4,30500000000000e+01
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de Edad ponderado por JCE;Promedio de Edad Hombre;4,51517857142857e+01
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de Edad ponderado por JCE;Promedio de Edad por Institución;4,39154411764706e+01
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad mujer;Menos de 35;3,27272727272727e+00
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad mujer;Entre 35 y 44;1,00000000000000e+00
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad mujer;Entre 45 y 54;1,18181818181818e+00
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad mujer;Entre 55 y 64;1,00000000000000e+00
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad mujer;Entre 65 y mas;8,18181818181818e-01
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad mujer;Sin información;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad hombre;Menos de 35;3,18181818181818e-01
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad hombre;Entre 35 y 44;2,36363636363636e+00
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad hombre;Entre 45 y 54;1,59090909090909e+00
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad hombre;Entre 55 y 64;3,63636363636364e-01
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad hombre;Entre 65 y mas;4,54545454545455e-01
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° JCE por rango edad hombre;Sin información;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE de la institución que trabajan en 1 o más instituciones;En 1 institución;1,09090909090909e+01
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE de la institución que trabajan en 1 o más instituciones;En 2 instituciones;1,45454545454545e+00
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE de la institución que trabajan en 1 o más instituciones;En 3 o mas instituciones;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Doctor;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Magister;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Esp. Med./Odontológica;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Título Profesional;1,01818181818182e+01
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Licenciatura;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Técnico de Nivel Superior;2,18181818181818e+00
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Técnico de Nivel Medio;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Licencia de Enseñanza Media;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Sin Título ni Grado;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nivel de formación;Sin información;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Arica y Parinacota;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región  de Tarapacá;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Antofagasta;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Atacama;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Coquimbo;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Valparaíso;7,22727272727273e+00
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región Metropolitana;5,13636363636364e+00
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de O'Higgins;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Maule;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Ñuble;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región del Biobío;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de la Araucanía;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Ríos;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de los Lagos;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Aysén;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Región de Magallanes y la Artártica;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por región en que se desempeña (orden geográfico);Sin información;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nacionalidad;Chileno;1,23636363636364e+01
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por nacionalidad;Extranjero;NA
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por rango de horas contratadas;Menos de 11;4,18181818181818e+00
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por rango de horas contratadas;Entre 11 y menos de 23;5,31818181818182e+00
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por rango de horas contratadas;Entre 23 y menos de 39;2,86363636363636e+00
JCE;427;CFT LAPLACE;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de JCE por rango de horas contratadas;Entre 39 y más;NA
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por insitución;Total Mujeres;1,56800000000000e+03
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por insitución;Total Hombres;2,89100000000000e+03
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° de académicos por insitución;Total General;4,45900000000000e+03
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de edad de los acádemicos;Promedio Edad Mujeres;4,35076530612245e+01
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de edad de los acádemicos;Promedio Edad Hombres;4,58104462123833e+01
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;Promedio de edad de los acádemicos;Promedio Edad por institución;4,50006727965912e+01
Total;430;CFT INACAP;Centros de Formación Técnica;Centros de Formación Técnica;Centros de Formación Técnica;2024;N° acádemicos por rango de edad - Mujeres;Menos de 35;3,72000000000000e+02
